state,date,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,deaths_covid,deaths_covid_coverage,start_date
CA,8/6/2021,75,306,37,408,64881,5928,408,0.788982907,416,51190,64881,0.117260751,408,5928,50554,0.092564255,408,5928,64042,48,408,12/31/2019
NJ,5/28/2021,8,79,37,95,24551,606,95,0.680746202,96,16713,24551,0.036357091,95,606,16668,0.024757936,95,606,24477,5,95,12/31/2019
MA,6/22/2021,7,71,2,78,17052,107,78,0.830811635,79,14167,17052,0.0076162,78,107,14049,0.006323877,78,107,16920,1,78,12/31/2019
ND,5/16/2021,13,36,18,49,2382,93,49,0.723761545,50,1724,2382,0.054738081,49,93,1699,0.039473684,49,93,2356,0,49,12/31/2019
HI,2/21/2020,0,0,0,1,4,0,1,0,1,0,4,,1,0,0,0,1,0,4,0,1,12/31/2019
NM,6/29/2021,16,34,2,50,4159,79,50,0.694878577,51,2890,4159,0.02789548,50,79,2832,0.019482121,50,79,4055,0,50,12/31/2019
HI,8/12/2021,2,20,15,26,2630,286,26,0.722053232,26,1899,2630,0.150605582,26,286,1899,0.108745247,26,286,2630,1,26,12/31/2019
PA,2/23/2021,22,179,35,201,29938,2488,201,0.811109627,207,24283,29938,0.103421042,201,2488,24057,0.084184882,201,2488,29554,31,201,12/31/2019
VA,3/3/2021,16,81,48,103,18485,1318,103,0.72155802,106,13338,18485,0.100098732,103,1318,13167,0.072326181,103,1318,18223,12,103,12/31/2019
SC,3/30/2021,19,48,2,67,9329,457,67,0.763211491,69,7120,9329,0.064997867,67,457,7031,0.049852733,67,457,9167,5,67,12/31/2019
NJ,9/30/2020,11,82,40,93,21953,549,93,0.752243429,94,16514,21953,0.033339406,93,549,16467,0.025092555,93,549,21879,12,93,12/31/2019
NM,10/21/2020,12,39,2,51,3814,311,49,0.682485579,52,2603,3814,0.123510723,49,311,2518,0.084281843,49,311,3690,6,51,12/31/2019
NY,1/29/2021,8,191,300,199,53991,9116,199,0.7524217,208,40624,53991,0.226388854,199,9116,40267,0.170906841,199,9116,53339,131,199,12/31/2019
ID,5/18/2021,3,37,1,47,3440,115,47,0.610755814,48,2101,3440,0.055609284,47,115,2068,0.033823529,47,115,3400,1,47,12/31/2019
AL,3/19/2020,0,0,0,2,77,1,2,0.267605634,2,19,71,0.052631579,2,1,19,0.014084507,2,1,71,0,2,12/31/2019
NJ,10/29/2020,12,80,42,92,22361,1115,92,0.745315505,93,16666,22361,0.067039442,92,1115,16632,0.05002692,92,1115,22288,14,92,12/31/2019
GA,5/1/2021,25,132,7,168,23104,1443,168,0.75458795,171,17434,23104,0.083637628,168,1443,17253,0.063253408,168,1443,22813,7,168,12/31/2019
MS,2/21/2021,10,96,1,106,8604,586,106,0.637959089,108,5489,8604,0.107760206,106,586,5438,0.068795492,106,586,8518,8,106,12/31/2019
MN,1/17/2020,0,0,0,1,46,0,1,,,,,,,,,,,,,0,1,12/31/2019
NV,7/6/2021,0,1,70,58,8689,561,58,0.73955576,60,6426,8689,0.088793922,58,561,6318,0.065868263,58,561,8517,9,58,12/31/2019
WV,3/21/2021,15,44,3,59,6191,234,59,0.724115652,63,4483,6191,0.052917232,59,234,4422,0.038993501,59,234,6001,1,59,12/31/2019
AL,3/18/2021,27,76,5,112,15524,514,112,0.735699562,117,11421,15524,0.046490593,112,514,11056,0.034186897,112,514,15035,12,112,12/31/2019
IL,3/27/2021,13,167,62,200,32008,1431,200,0.669551362,205,21431,32008,0.067430025,200,1431,21222,0.04521327,200,1431,31650,12,200,12/31/2019
PR,7/21/2021,7,57,1,65,9372,103,65,0.623879641,66,5847,9372,0.017966161,65,103,5733,0.011222489,65,103,9178,0,65,12/31/2019
MT,8/21/2021,7,57,2,65,3174,224,65,0.673597984,66,2138,3174,0.105065666,65,224,2132,0.071201526,65,224,3146,2,65,12/31/2019
MI,6/6/2021,13,147,4,160,22844,796,160,0.766328139,164,17506,22844,0.045755015,160,796,17397,0.035160564,160,796,22639,8,160,12/31/2019
VI,10/27/2020,1,1,0,2,168,3,2,0.607142857,2,102,168,0.029411765,2,3,102,0.017857143,2,3,168,0,2,12/31/2019
OK,7/11/2021,31,106,9,148,10695,336,148,0.673305283,150,7201,10695,0.04749788,148,336,7074,0.031914894,148,336,10528,5,148,12/31/2019
VT,3/18/2020,0,0,,0,41,0,1,,,,,,,,,,,,,,0,12/31/2019
CT,9/6/2021,0,28,2,32,7864,413,32,0.755976602,33,5945,7864,0.070261994,32,413,5878,0.053105311,32,413,7777,7,32,12/31/2019
OH,3/10/2021,12,213,34,231,32941,1247,231,0.718527064,234,23669,32941,0.05306383,231,1247,23500,0.038163734,231,1247,32675,8,231,12/31/2019
VA,4/21/2021,15,82,21,103,18268,1110,103,0.752518064,106,13747,18268,0.081731831,103,1110,13581,0.061683801,103,1110,17995,9,103,12/31/2019
AR,10/19/2020,34,60,11,95,8925,706,96,0.642464986,97,5734,8925,0.125555753,96,706,5623,0.08060078,95,703,8722,6,93,12/31/2019
WY,10/24/2020,6,21,1,28,1640,112,28,0.463414634,30,760,1640,0.150943396,28,112,742,0.069738481,28,112,1606,1,27,12/31/2019
MN,5/25/2021,14,103,13,130,9795,430,130,0.771107708,131,7553,9795,0.057928061,130,430,7423,0.044717138,130,430,9616,2,130,12/31/2019
NH,8/29/2021,3,23,1,30,3056,111,30,0.722185864,30,2207,3056,0.050294517,30,111,2207,0.03632199,30,111,3056,0,30,12/31/2019
AK,7/20/2021,1,20,0,22,1471,74,22,0.683888511,22,1006,1471,0.073558648,22,74,1006,0.050305914,22,74,1471,0,22,12/31/2019
WV,6/1/2021,10,44,2,54,5777,210,54,0.729271248,58,4213,5777,0.050736893,54,210,4139,0.037620924,54,210,5582,2,54,12/31/2019
FL,3/30/2021,6,205,65,220,54339,3336,220,0.790279541,226,42943,54339,0.078943632,220,3336,42258,0.062509369,220,3336,53368,36,220,12/31/2019
KS,11/4/2020,30,116,4,146,8678,714,146,0.617653837,147,5360,8678,0.133233812,146,714,5359,0.083119907,144,714,8590,7,146,12/31/2019
KS,10/3/2020,28,109,3,139,8010,407,145,0.580024969,139,4646,8010,0.080812355,144,382,4727,0.047300706,136,375,7928,5,138,12/31/2019
NE,6/5/2021,9,91,1,100,4359,58,100,0.638449186,101,2783,4359,0.021098581,100,58,2749,0.01354191,100,58,4283,0,100,12/31/2019
GA,3/5/2021,32,124,27,167,23118,2183,167,0.776754044,170,17957,23118,0.122965133,167,2183,17753,0.095644935,167,2183,22824,40,167,12/31/2019
TN,3/13/2021,16,94,4,110,20155,713,110,0.66836253,130,12743,19066,0.058550725,109,707,12075,0.038983051,110,713,18290,18,110,12/31/2019
VT,6/22/2021,1,15,0,16,1294,5,16,0.707109737,17,915,1294,0.005605381,16,5,892,0.003980892,16,5,1256,0,16,12/31/2019
SD,2/21/2021,1,61,19,62,2839,93,62,0.530116238,65,1505,2839,0.062753036,62,93,1482,0.033598266,62,93,2768,1,62,12/31/2019
MT,1/1/2020,0,0,0,1,36,0,1,0.333333333,1,12,36,0,1,0,12,0,1,0,36,0,1,12/31/2019
MS,3/2/2021,10,88,7,98,8084,449,98,0.660440376,100,5339,8084,0.085037879,98,449,5280,0.056082938,98,449,8006,5,98,12/31/2019
CT,3/2/2021,4,28,19,32,7853,528,32,0.787215077,33,6182,7853,0.086330935,32,528,6116,0.068023705,32,528,7762,11,32,12/31/2019
RI,8/10/2021,4,8,0,13,2433,93,13,0.886148788,14,2156,2433,0.044327931,13,93,2098,0.039290241,13,93,2367,0,13,12/31/2019
MI,7/4/2021,6,154,6,160,22647,296,160,0.714620038,164,16184,22647,0.018411395,160,296,16077,0.013190731,160,296,22440,2,160,12/31/2019
UT,4/11/2021,0,58,0,58,6199,125,58,0.552508469,59,3425,6199,0.036938534,58,125,3384,0.020411496,58,125,6124,1,58,12/31/2019
NE,4/17/2021,9,91,1,100,4356,169,100,0.645775941,101,2813,4356,0.06085704,100,169,2777,0.039522919,100,169,4276,1,100,12/31/2019
MA,9/29/2020,5,96,8,101,19655,367,101,0.797659629,102,15678,19655,0.023584603,101,367,15561,0.018796415,101,367,19525,1,101,12/31/2019
RI,2/27/2021,4,10,5,14,2503,206,14,0.917299241,15,2296,2503,0.091190792,14,206,2259,0.084948454,14,206,2425,0,14,12/31/2019
NH,7/27/2021,2,23,1,29,2952,28,29,0.724932249,29,2140,2952,0.013084112,29,28,2140,0.009485095,29,28,2952,1,29,12/31/2019
AL,6/17/2021,30,70,2,113,15424,262,113,0.77126556,117,11896,15424,0.022309264,113,262,11744,0.017227775,113,262,15208,5,113,12/31/2019
RI,5/18/2021,3,9,5,13,2494,120,13,0.910184443,14,2270,2494,0.053547523,13,120,2241,0.04954583,13,120,2422,2,13,12/31/2019
GA,7/26/2021,24,112,9,156,21067,1724,156,0.786205914,159,16563,21067,0.105301735,156,1724,16372,0.082960397,156,1724,20781,8,156,12/31/2019
KS,3/9/2020,0,0,0,8,130,0,8,0.606382979,7,57,94,0,7,0,57,0,8,0,130,0,8,12/31/2019
NJ,10/16/2020,12,81,30,93,22068,794,93,0.739169839,94,16312,22068,0.048798476,93,794,16271,0.036100755,93,794,21994,15,93,12/31/2019
OH,3/26/2021,11,212,19,230,32313,1375,230,0.707640888,234,22866,32313,0.060615412,230,1375,22684,0.042978151,230,1375,31993,10,230,12/31/2019
TN,7/8/2021,9,103,1,112,20052,308,112,0.665623397,133,12973,19490,0.025190153,112,308,12227,0.016778341,112,308,18357,6,112,12/31/2019
AZ,1/27/2021,30,93,108,123,17888,4206,123,0.759894902,126,13593,17888,0.314796797,123,4206,13361,0.240068493,123,4206,17520,70,123,12/31/2019
OH,5/21/2021,16,203,23,228,32325,1242,228,0.7316628,232,23651,32325,0.053022541,228,1242,23424,0.038805224,228,1242,32006,15,228,12/31/2019
KS,4/3/2021,10,136,0,147,8841,189,147,0.547110055,150,4837,8841,0.03948193,147,189,4787,0.021580269,147,189,8758,1,147,12/31/2019
ME,2/7/2021,1,30,5,38,3305,160,38,0.660514372,39,2183,3305,0.074453234,38,160,2149,0.048974594,38,160,3267,1,38,12/31/2019
DE,3/21/2021,2,12,0,15,3287,125,15,0.681168239,16,2239,3287,0.056433409,15,125,2215,0.038390663,15,125,3256,3,15,12/31/2019
AL,10/30/2020,34,79,8,112,15375,1154,113,0.76104065,114,11701,15375,0.099361188,111,1151,11584,0.075713722,111,1151,15202,10,112,12/31/2019
MT,10/25/2020,15,51,433,66,2909,341,66,0.62976968,66,1832,2909,0.174513818,66,341,1954,0.113273106,65,326,2878,8,66,12/31/2019
MS,7/28/2021,10,96,6,106,8799,853,106,0.691896806,108,6088,8799,0.141295345,106,853,6037,0.097753839,106,853,8726,9,106,12/31/2019
GA,9/23/2020,41,93,17,139,18596,2207,148,0.78983472,142,14623,18514,0.143924337,142,2100,14591,0.112847697,140,2065,18299,14,138,12/31/2019
HI,3/26/2021,1,21,0,26,2653,47,26,0.701846966,26,1862,2653,0.025241676,26,47,1862,0.017715793,26,47,2653,0,26,12/31/2019
CT,3/21/2021,4,35,19,39,8420,453,39,0.754038005,40,6349,8420,0.071904762,39,453,6300,0.054401345,39,453,8327,4,39,12/31/2019
WY,3/25/2021,3,26,0,29,1733,24,29,0.455279862,31,789,1733,0.031290743,29,24,767,0.014201183,29,24,1690,0,29,12/31/2019
SD,9/8/2021,1,59,31,60,2616,210,60,0.588190184,62,1534,2608,0.139223561,59,208,1494,0.082352941,60,210,2550,2,60,12/31/2019
KS,6/13/2021,10,137,1,147,8984,133,147,0.535284951,150,4809,8984,0.027865074,147,133,4773,0.01493543,147,133,8905,0,147,12/31/2019
IN,8/18/2021,21,144,6,166,19211,1642,166,0.693613034,168,13325,19211,0.124224542,166,1642,13218,0.086108343,166,1642,19069,8,166,12/31/2019
VT,10/2/2020,1,15,0,16,1301,0,16,0.62567256,17,814,1301,0,16,0,783,0,16,0,1256,0,16,12/31/2019
VA,4/6/2021,15,76,23,97,17336,1111,97,0.719600831,100,12475,17336,0.090347239,97,1111,12297,0.065104014,97,1111,17065,15,97,12/31/2019
AK,2/27/2021,1,23,0,24,1668,33,24,0.57853717,24,965,1668,0.034196891,24,33,965,0.019784173,24,33,1668,2,24,12/31/2019
IN,4/20/2021,11,123,0,134,17520,833,134,0.650057078,136,11389,17520,0.073775573,134,833,11291,0.047942446,134,833,17375,6,134,12/31/2019
WY,6/21/2021,2,25,1,27,1601,40,27,0.422860712,29,677,1601,0.060606061,27,40,660,0.025889968,27,40,1545,0,27,12/31/2019
MS,7/7/2021,9,97,3,106,8823,241,106,0.654992633,108,5779,8823,0.042022668,106,241,5735,0.02753971,106,241,8751,2,106,12/31/2019
KS,3/6/2020,0,0,0,7,129,0,7,0.688172043,6,64,93,0,6,0,64,0,7,0,129,0,7,12/31/2019
MT,4/23/2021,5,60,3,65,3139,58,65,0.654667091,66,2055,3139,0.028417442,65,58,2041,0.018649518,65,58,3110,1,65,12/31/2019
IL,6/24/2021,9,172,66,201,31784,483,201,0.707997735,206,22503,31784,0.021693241,201,483,22265,0.015366017,201,483,31433,9,201,12/31/2019
OH,6/21/2021,14,172,27,195,29551,766,195,0.668572976,199,19757,29551,0.039143543,195,766,19569,0.02619699,195,766,29240,3,194,12/31/2019
WY,3/30/2021,3,25,0,28,1629,21,28,0.397176182,30,647,1629,0.033123028,28,21,634,0.013240858,28,21,1586,1,28,12/31/2019
GA,2/7/2021,42,114,37,167,23225,3925,167,0.775113025,170,18002,23225,0.220542788,167,3925,17797,0.17129266,167,3925,22914,81,167,12/31/2019
IA,3/24/2021,2,70,0,124,8114,219,124,0.63347301,126,5140,8114,0.043152709,124,219,5075,0.027313545,124,219,8018,3,124,12/31/2019
NC,5/26/2021,4,125,19,129,24068,706,129,0.777713146,133,18718,24068,0.038143606,129,706,18509,0.029667605,129,706,23797,17,129,12/31/2019
CT,3/18/2020,0,0,,0,107,11,1,0.887850467,1,95,107,0.115789474,1,11,95,0.102803738,1,11,107,0,1,12/31/2019
AZ,8/8/2021,30,93,15,123,17115,1445,123,0.704177622,126,12052,17115,0.121766243,123,1445,11867,0.085894311,123,1445,16823,8,123,12/31/2019
NM,3/14/2020,0,0,,0,22,0,1,,,,,,,,,,,,,,0,12/31/2019
NY,1/23/2021,8,187,295,199,54016,9577,199,0.745019994,208,40243,54016,0.240001002,199,9577,39904,0.179465557,199,9577,53364,169,199,12/31/2019
MT,8/27/2021,7,57,1,64,2983,260,64,0.70600067,65,2106,2983,0.124401914,64,260,2090,0.087986464,64,260,2955,6,64,12/31/2019
PA,5/15/2021,30,193,31,223,31275,1863,223,0.779760192,229,24387,31275,0.077021664,223,1863,24188,0.060297116,223,1863,30897,18,222,12/31/2019
NH,4/10/2021,4,25,2,30,3128,126,30,0.710358056,30,2222,3128,0.056705671,30,126,2222,0.04028133,30,126,3128,0,30,12/31/2019
MA,8/5/2021,11,90,3,101,19319,253,101,0.855323775,102,16524,19319,0.015421187,101,253,16406,0.013186699,101,253,19186,1,101,12/31/2019
NC,10/12/2020,5,117,19,123,23081,1431,122,0.742298861,126,17133,23081,0.08379692,122,1431,17077,0.062887278,121,1431,22755,11,122,12/31/2019
LA,7/13/2021,37,180,0,217,14298,451,223,0.672751434,223,9619,14298,0.046886371,223,451,9619,0.031542873,223,451,14298,7,217,12/31/2019
NV,2/7/2020,0,0,0,1,85,0,1,0.411764706,1,35,85,0,1,0,35,0,1,0,85,0,1,12/31/2019
NE,7/15/2021,10,89,0,99,4670,99,99,0.676017131,100,3157,4670,0.031751123,99,99,3118,0.021549848,99,99,4594,2,99,12/31/2019
OH,3/20/2021,10,212,24,229,32331,1223,229,0.684111225,233,22118,32331,0.055730235,229,1223,21945,0.038204423,229,1223,32012,15,229,12/31/2019
TN,11/2/2020,23,89,16,113,20110,1640,113,0.663014714,121,12527,18894,0.132744823,112,1609,12121,0.088447848,113,1640,18542,17,113,12/31/2019
DE,2/4/2021,1,14,0,15,3313,314,15,0.728342892,16,2413,3313,0.13088787,15,314,2399,0.09570253,15,314,3281,3,15,12/31/2019
WV,4/16/2021,13,46,1,59,6216,274,59,0.770109395,63,4787,6216,0.058235919,59,274,4705,0.04549228,59,274,6023,2,59,12/31/2019
HI,5/12/2021,1,25,1,26,2644,62,26,0.711043873,26,1880,2644,0.032978723,26,62,1880,0.023449319,26,62,2644,0,26,12/31/2019
WY,4/26/2021,3,25,0,28,1628,25,28,0.392506143,30,639,1628,0.039808917,28,25,628,0.015762926,28,25,1586,0,28,12/31/2019
OH,7/23/2021,14,207,23,231,32454,770,231,0.733129969,235,23793,32454,0.032616062,231,770,23608,0.023954704,231,770,32144,2,231,12/31/2019
NY,8/9/2021,5,166,73,171,46749,1799,171,0.752828938,180,35194,46749,0.051579792,171,1799,34878,0.038967228,171,1799,46167,13,171,12/31/2019
DE,9/4/2021,1,12,1,14,3418,262,14,0.745465184,15,2548,3418,0.10359826,14,262,2529,0.077308941,14,262,3389,2,14,12/31/2019
GA,5/27/2021,27,126,4,164,22576,970,164,0.792567328,167,17893,22576,0.054845641,164,970,17686,0.043517272,164,970,22290,10,164,12/31/2019
DC,8/31/2021,0,12,2,12,3461,134,13,0.780121352,14,2700,3461,0.051262433,13,134,2614,0.040095751,13,134,3342,5,12,12/31/2019
GA,6/2/2021,27,126,13,164,22616,849,164,0.751812876,167,17003,22616,0.05044863,164,849,16829,0.0380206,164,849,22330,11,164,12/31/2019
KS,2/20/2020,0,0,0,1,36,0,1,,,,,,,,,,,,,0,1,12/31/2019
MO,7/14/2021,32,84,19,136,17460,1424,136,0.838316151,140,14637,17460,0.098827122,136,1424,14409,0.082949846,136,1424,17167,19,136,12/31/2019
PR,8/25/2021,4,60,16,64,9221,534,64,0.626830062,65,5780,9221,0.094697641,64,534,5639,0.059090406,64,534,9037,11,64,12/31/2019
AR,7/14/2021,15,93,6,108,9535,672,108,0.74934452,110,7145,9535,0.094421807,108,672,7117,0.070766639,108,672,9496,9,108,12/31/2019
NE,5/15/2021,8,92,0,100,4344,104,100,0.654005525,101,2841,4344,0.037037037,100,104,2808,0.024367385,100,104,4268,1,100,12/31/2019
OK,3/12/2020,0,0,0,3,330,1,3,0.665217391,3,153,230,0.006535948,3,1,153,0.004347826,3,1,230,0,3,12/31/2019
MD,4/22/2021,3,57,6,60,12013,1427,60,0.834179639,61,10021,12013,0.143388264,60,1427,9952,0.119825342,60,1427,11909,13,60,12/31/2019
CO,8/14/2021,4,82,5,104,11725,600,104,0.668486141,106,7838,11725,0.077439339,104,600,7748,0.051644001,104,600,11618,4,104,12/31/2019
NH,9/25/2020,4,26,2,30,3249,35,30,0.696829794,30,2264,3249,0.015459364,30,35,2264,0.010772545,30,35,3249,0,30,12/31/2019
NJ,2/15/2021,8,62,112,77,21369,2468,77,0.683560298,78,14607,21369,0.169424041,77,2468,14567,0.11589575,77,2468,21295,33,77,12/31/2019
OK,6/20/2021,31,107,7,149,10579,324,149,0.67964836,151,7190,10579,0.045795053,149,324,7075,0.031117941,149,324,10412,1,149,12/31/2019
WI,4/13/2021,7,114,0,139,12726,367,139,0.651265127,142,8288,12726,0.045275105,139,367,8106,0.029437716,139,367,12467,4,139,12/31/2019
CO,3/25/2021,6,86,6,103,11896,427,103,0.689643578,105,8204,11896,0.052534449,103,427,8128,0.036220205,103,427,11789,4,103,12/31/2019
VT,7/25/2021,1,15,0,16,1264,3,16,0.681170886,17,861,1264,0.003588517,16,3,836,0.002446982,16,3,1226,0,16,12/31/2019
LA,3/28/2021,44,172,0,216,13879,336,219,0.631889906,222,8770,13879,0.038718599,219,336,8678,0.024584766,219,336,13667,4,216,12/31/2019
OH,8/31/2021,24,160,40,195,29229,2853,195,0.764651545,199,22350,29229,0.128908368,195,2853,22132,0.098651452,195,2853,28920,16,195,12/31/2019
MI,5/21/2021,13,146,11,159,23095,1579,159,0.796839143,163,18403,23095,0.086388007,159,1579,18278,0.068994145,159,1579,22886,23,159,12/31/2019
AR,7/17/2021,16,93,5,109,9465,730,109,0.710195457,111,6722,9465,0.108873975,109,730,6705,0.077445364,109,730,9426,7,109,12/31/2019
CO,5/11/2021,6,77,11,94,11116,711,94,0.673893487,96,7491,11116,0.095990279,94,711,7407,0.064583523,94,711,11009,9,94,12/31/2019
CA,3/3/2021,96,312,32,411,64457,5001,410,0.752610267,419,48511,64457,0.10431137,410,5001,47943,0.078681561,410,5001,63560,98,410,12/31/2019
UT,7/18/2021,1,50,0,59,6260,282,59,0.588019169,60,3681,6260,0.077515118,59,282,3638,0.04565323,59,282,6177,1,59,12/31/2019
AZ,5/17/2021,24,74,8,98,15015,608,98,0.645154845,101,9687,15015,0.06405394,98,608,9492,0.041273505,98,608,14731,9,98,12/31/2019
OH,4/19/2021,9,179,21,196,29602,1762,196,0.680832376,200,20154,29602,0.088245605,196,1762,19967,0.060171431,196,1762,29283,11,196,12/31/2019
IN,2/27/2021,11,152,0,163,19122,784,163,0.610134923,165,11667,19122,0.067743887,163,784,11573,0.041313169,163,784,18977,9,163,12/31/2019
MO,10/15/2020,51,85,14,136,21107,1461,136,0.680722035,140,14368,21107,0.103039707,136,1461,14179,0.070119025,136,1461,20836,15,136,12/31/2019
OK,11/6/2020,42,100,13,151,11341,1138,151,0.695970373,153,7893,11341,0.146555055,151,1138,7765,0.102108569,151,1138,11145,17,151,12/31/2019
MT,10/26/2020,15,51,430,66,2907,381,66,0.650842793,66,1892,2907,0.188894398,66,381,2017,0.125521558,65,361,2876,1,66,12/31/2019
AK,6/18/2021,1,22,0,24,1635,12,24,0.63853211,24,1044,1635,0.011494253,24,12,1044,0.00733945,24,12,1635,0,24,12/31/2019
PA,1/26/2021,25,175,65,199,31058,4472,200,0.810966579,206,25187,31058,0.179116434,200,4472,24967,0.145843525,200,4472,30663,71,199,12/31/2019
KY,4/30/2021,0,24,4,115,14307,472,115,0.625148529,117,8944,14307,0.053581564,115,472,8809,0.033415929,115,472,14125,15,115,12/31/2019
KS,10/2/2020,28,109,4,139,8022,422,145,0.60034904,139,4816,8022,0.081495098,144,399,4896,0.049244332,136,391,7940,4,138,12/31/2019
SC,3/7/2020,0,0,0,1,30,0,1,0.8,1,24,30,0,1,0,24,0,1,0,30,0,1,12/31/2019
AL,7/9/2021,30,74,3,113,15465,345,113,0.750533463,117,11607,15465,0.030109967,113,345,11458,0.022619984,113,345,15252,4,113,12/31/2019
WA,5/8/2021,7,96,8,103,14648,639,103,0.663162206,105,9714,14648,0.066334475,103,639,9633,0.044029491,103,639,14513,5,103,12/31/2019
TX,3/6/2021,117,470,108,587,70835,5433,587,0.710524458,592,50330,70835,0.109179695,587,5433,49762,0.077542282,587,5433,70065,77,587,12/31/2019
NC,1/26/2021,7,108,44,115,22515,3380,115,0.781967577,119,17606,22515,0.194353401,115,3380,17391,0.15227969,115,3380,22196,62,115,12/31/2019
CA,10/21/2020,63,333,14,407,74700,3052,409,0.63601071,418,47510,74700,0.065242951,409,3052,46779,0.041467391,409,3052,73600,34,400,12/31/2019
NJ,10/25/2020,11,82,40,93,21957,1012,93,0.706653914,94,15516,21957,0.065391574,93,1012,15476,0.046243831,93,1012,21884,16,93,12/31/2019
MI,6/18/2021,4,156,7,160,23124,433,160,0.786455631,164,18186,23124,0.023946466,160,433,18082,0.018893446,160,433,22918,8,160,12/31/2019
LA,5/15/2021,44,173,0,217,13927,250,220,0.618151791,223,8609,13927,0.029449876,220,250,8489,0.01822556,220,250,13717,3,217,12/31/2019
OR,7/20/2021,3,52,16,60,7040,221,60,0.741903409,62,5223,7040,0.043063133,60,221,5132,0.032201661,60,221,6863,1,60,12/31/2019
VI,4/5/2021,2,0,0,2,168,4,2,0.43452381,2,73,168,0.054794521,2,4,73,0.023809524,2,4,168,0,2,12/31/2019
UT,9/27/2020,4,48,5,54,5462,231,54,0.534968876,54,2922,5462,0.078732106,54,231,2934,0.043088976,53,231,5361,1,51,12/31/2019
TN,6/7/2021,10,99,15,109,20125,426,109,0.679026236,130,13277,19553,0.034071823,109,426,12503,0.023135828,109,426,18413,5,109,12/31/2019
CO,8/20/2021,5,81,6,104,11796,734,104,0.706341133,106,8332,11796,0.089045251,104,734,8243,0.06279408,104,734,11689,7,104,12/31/2019
PA,6/19/2021,23,199,13,222,31594,675,222,0.788472495,228,24911,31594,0.027321298,222,675,24706,0.021622834,222,675,31217,9,222,12/31/2019
CA,3/1/2021,101,266,21,373,60998,5279,372,0.718335027,381,43817,60998,0.122023947,372,5279,43262,0.08784717,372,5279,60093,101,372,12/31/2019
FL,5/2/2021,11,244,90,263,58799,3631,263,0.752869947,269,44268,58799,0.083291279,263,3631,43594,0.06277554,263,3631,57841,34,263,12/31/2019
UT,5/30/2021,1,58,0,59,6248,133,59,0.550096031,60,3437,6248,0.039244615,59,133,3389,0.021552423,59,133,6171,1,59,12/31/2019
NC,2/24/2021,4,124,45,128,24225,1559,128,0.76127967,132,18442,24225,0.085508995,128,1559,18232,0.065161964,128,1559,23925,31,128,12/31/2019
MD,10/24/2020,6,52,1,58,11196,721,58,0.800732404,59,8965,11196,0.080911233,58,721,8911,0.065113339,58,721,11073,7,57,12/31/2019
TX,7/1/2021,98,458,81,590,68295,1988,590,0.740039534,595,50541,68295,0.03979502,590,1988,49956,0.029428309,590,1988,67554,21,590,12/31/2019
NV,4/8/2021,0,3,26,60,8770,314,60,0.725199544,62,6360,8770,0.050256082,60,314,6248,0.036498896,60,314,8603,3,60,12/31/2019
OR,11/3/2020,3,58,0,61,6713,285,61,0.700729927,63,4704,6713,0.061741768,61,285,4616,0.043558001,61,285,6543,2,61,12/31/2019
ND,2/3/2021,15,34,31,49,2425,115,49,0.674639175,50,1636,2425,0.071163366,49,115,1616,0.04793664,49,115,2399,0,49,12/31/2019
WV,7/15/2021,12,47,3,59,6399,89,59,0.760587592,63,4867,6399,0.018634841,59,89,4776,0.014357154,59,89,6199,1,59,12/31/2019
